Occupation,Age,Annual_Income,Interest_Rate,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Payment_Behaviour,Monthly_Balance,CONTRACT_CODE,APPROVED_AMOUNT,GRANT_DATE,EXPIRY_DATE,TENURE,TERM,LOAN_TYPE,LOAN_DESCRIPTION,LOAN_PRODUCT,LTYPE,BUSINESS_DATE,PRINCIPAL_OS,INTEREST_OS,PRINCIPAL_ARREARS,CURRENT_COMMITTMENT,INSTALLMENT_AMOUNT,INSTALLMENT_FREQ_PRINCIPAL,INSTALLMENT_FREQ_INTEREST,RISK_GRADE,ECONOMIC_SECTOR,INDUSTRY,SECTOR,TERM_OF_PAYMENT,COLLATTERAL,COLLATERAL_VALUE,year,Credit_Score,Occupation
Engineer,14,15544.47,32.0,"Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Not Specified",34.0,21,Low_spent_Medium_value_payments,265.4562698,1000383595488,3200000.0,2021-03-05,2022-03-05 00:00:00,Long Term,SHORT TERM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,2022649.43,65322.016,0.0,0.0,1770385.27,0,0,RG3,Consumer and staff loans,Wsale of processed agrl pdts,DOMESTIC TRADE,Half Yearly,Condominium,4917646.456,2022,Standard,Engineer
Media_Manager,50,99089.52,9.0,Personal Loan,0.0,1,Low_spent_Medium_value_payments,383.7326469277537,1000170179847,130121.42,2016-02-09,2024-12-11 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.1BED,AA,2023-05-24,0.0,0.0,0.0,0.0,1121.56,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,162651.956,2024,Good,Media_Manager
Media_Manager,50,99089.52,9.0,Personal Loan,4.0,16,Low_spent_Medium_value_payments,408.17011649664175,1000078017442,161930.0,2014-03-28,2024-03-26 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.COMM,AA,2023-05-24,4326002363.182,353.886,0.0,0.0,8.076147003634968e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,184335.672,2024,Good,Media_Manager
Media_Manager,50,99089.52,9.0,Personal Loan,4.0,1,Low_spent_Medium_value_payments,650.8677524771293,1000072447852,129541.7,2014-02-21,2024-02-21 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.COMM,AA,2023-05-24,82329.74399999999,1063.948,0.0,0.0,1708.93,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,181661.504,2024,Standard,Media_Manager
Media_Manager,50,99089.52,9.0,Personal Loan,4.0,1,Low_spent_Medium_value_payments,207.4432184381353,1000323111492,1833577355.33,2020-02-28,2021-08-02 00:00:00,Long Term,SHORT TERM,TL,Working Capital & Project Loan,TERM.LOAN.CASHSEC,AA,2023-05-24,385.456,309354666.748,0.0,0.0,74988560.23,0,0,RG1,Consumer and staff loans,Other Agriculture Industries,Agricultur hunt forestry & fishing,Annually,Condominium,1878097818.894,2021,Good,Media_Manager
Media_Manager,50,9374962,9.0,Personal Loan,4.0,-1,High_spent_Large_value_payments,865.9810775227211,1000343718504,117263884.9,2020-09-19,2020-12-18 00:00:00,Long Term,SHORT TERM,ML,Merchandise loan facility ,MERCH.NRV,AA,2023-05-24,90939151.664,24129958.06,0.0,0.0,59449401.34,0,0,RG3,Consumer and staff loans,"Machinery, equipment & tools",Manufacturing,Bullrt (One lump sum upon Maturity),Condominium,8984012437.55,2020,Good,Media_Manager
Media_Manager,50,99089.52,9.0,Personal Loan,-1.0,-2,Low_spent_Medium_value_payments,644.8773876934092,1000150311725,55107718.0,2016-01-16,2021-01-16 00:00:00,Long Term,MEDIUM,TL,Construction Machinery Loan,CONSTR.MACH,AA,2023-05-24,41857385.05,21215.39,-41857385.05,0.0,4103021.85,0,0,RG2,Buliding  and Construction,"Constr-roads,bridge,hospital,school",Construction,Quarterly,Condominium,449429170.98,2021,Good,Media_Manager
Media_Manager,50,99089.52,9.0,Personal Loan,4.0,-2,High_spent_Small_value_payments,585.6898709564313,1000238087973,542530.73,2018-03-03,2023-04-05 00:00:00,Long Term,MEDIUM,TL,Condominium Loan ,CONDO.COMM,AA,2023-05-24,4326077385.651999,1520.324,0.0,0.0,5.321603519426502e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,18334992.222,2023,Good,Media_Manager
Media_Manager,50,99089.52,9.0,Personal Loan,4.0,-1,High_spent_Large_value_payments,889.5620463551877,1000295866822,600000.0,2019-09-04,2021-09-04 00:00:00,Long Term,SHORT TERM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,354447.846,361.086,0.0,0.0,86518.98,0,0,RG3,Consumer and staff loans,Wholesale,DOMESTIC TRADE,Quarterly,Condominium,731903.652,2021,Standard,Media_Manager
Media_Manager,22,9307.24,15.0,"Credit-Builder Loan, Personal Loan, and Home Equity Loan",21.0,16,Low_spent_Small_value_payments,259.0623705877903,1000372563994,1500000.0,2021-01-21,2022-01-21 00:00:00,Long Term,SHORT TERM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,560000.0,37021.37,0.0,0.0,828822.58,0,0,RG2,Consumer and staff loans,Wsale of processed agrl pdts,DOMESTIC TRADE,Half Yearly,Condominium,244101164.422,2022,Standard,Media_Manager
Media_Manager,23,9307.24,15.0,"Credit-Builder Loan, Personal Loan, and Home Equity Loan",19.0,12,Low_spent_Large_value_payments,306.60318856415785,1000374389495,29700.0,2021-01-29,2024-09-23 00:00:00,Medium Term,SHORT TERM,OD,Employee Salary Advance,OD,OD,2023-05-24,29700.0,58.858,0.0,0.0,0.0,0,0,RG3,Consumer and staff loans,Staff of CBE,Individual,Monthly,Condominium,35442.52,2024,Standard,Media_Manager
Media_Manager,23,9307.24,15.0,"Credit-Builder Loan, Personal Loan, and Home Equity Loan",23.0,12,Low_spent_Medium_value_payments,306.7283515645996,1000532903697,215532.0,2023-03-15,2024-03-14 00:00:00,Medium Term,SHORT TERM,OD,Employee Salary Advance,OD,OD,2023-05-24,209542.0,3471.308,0.0,5990.0,0.0,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,272937.432,2024,Standard,Media_Manager
Media_Manager,23,9307.24_,15.0,"Credit-Builder Loan, Personal Loan, and Home Equity Loan",23.0,13,Low_spent_Large_value_payments,305.7903075495832,1000233077805,475096.29,2018-01-11,2023-01-11 00:00:00,Long Term,MEDIUM,TL,Condominium Loan ,CONDO.COMM,AA,2023-05-24,4325985425.573999,1378.332,0.0,0.0,7.788246102915914e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,619426.096,2023,Standard,Media_Manager
Media_Manager,23,9307.24,15.0,"Credit-Builder Loan, Personal Loan, and Home Equity Loan",28.0,15,Low_spent_Medium_value_payments,316.5558680125746,1000474047826,188292.0,2022-09-20,2023-06-26 00:00:00,Medium Term,SHORT TERM,OD,Employee Salary Advance,OD,OD,2023-05-24,188220.0,0.0,0.0,72.0,0.0,0,0,RG3,Consumer and staff loans,Staff of CBE,Individual,Monthly,Condominium,236380.296,2023,Standard,Media_Manager
Media_Manager,23,9307.24,15.0,"Credit-Builder Loan, Personal Loan, and Home Equity Loan",23.0,14,Low_spent_Small_value_payments,269.13000611792893,1000392605553,79902.0,2021-04-02,2024-10-22 00:00:00,Medium Term,SHORT TERM,OD,Employee Salary Advance,OD,OD,2023-05-24,79291.0,0.0,0.0,611.0,0.0,0,0,RG3,Consumer and staff loans,Staff of CBE,Individual,Monthly,Condominium,101344.344,2024,Standard,Media_Manager
Media_Manager,23,9307.24,15.0,"Credit-Builder Loan, Personal Loan, and Home Equity Loan",26.0,12,Low_spent_Small_value_payments,295.77692266592993,1000317713332,350000.0,2020-01-24,2022-01-24 00:00:00,Long Term,SHORT TERM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,0.0,0.0,0.0,0.0,16391.21,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,6511578.051999999,2022,Standard,Media_Manager
Media_Manager,23,9307.24,15.0,"Credit-Builder Loan, Personal Loan, and Home Equity Loan",23.0,14,Low_spent_Small_value_payments,234.8128226876957,1000116506401,110140.26,2009-12-26,2024-12-25 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.3BED,AA,2023-05-24,0.0,0.0,0.0,0.0,1171.9,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,137675.33,2024,Standard,Media_Manager
Architect,41,134316.2,11.0,Home Equity Loan,25.0,14,Low_spent_Medium_value_payments,395.85552677726736,1000455709516,4500000.0,2022-02-10,2023-02-10 00:00:00,Long Term,SHORT TERM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,3125245.686,160760.69,0.0,0.0,2488220.74,0,0,RG3,Consumer and staff loans,Wsale of processed agrl pdts,DOMESTIC TRADE,Half Yearly,Condominium,962194052.1119999,2023,Standard,Architect
Architect,41,134316.2,11.0,Home Equity Loan,23.0,14,Low_spent_Medium_value_payments,582.7345197434516,1000536900307,118200.0,2023-03-31,2024-03-30 00:00:00,Medium Term,SHORT TERM,OD,Employee Salary Advance,OD,OD,2023-05-24,116911.0,107.482,0.0,1289.0,0.0,0,0,RG3,Consumer and staff loans,Staff of CBE,Individual,Monthly,Condominium,135475.294,2024,Standard,Architect
Architect,42,134316.2,11.0,Home Equity Loan,23.0,14,High_spent_Large_value_payments,1109.5022978418103,1000449129206,3000000.0,2021-12-28,2022-12-28 00:00:00,Long Term,SHORT TERM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,1613853.212,32466.096,0.0,0.0,816633.87,0,0,RG2,Consumer and staff loans,Wsale of agricultural raw-mats,DOMESTIC TRADE,Quarterly,Condominium,4931341.505999999,2022,Standard,Architect
Architect,42,134316.2,11.0,Home Equity Loan,23.0,17,Low_spent_Small_value_payments,543.4455425082592,1000031026125,202354.6,2012-09-25,2022-09-25 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.COMM,AA,2023-05-24,4325985425.573999,21463.822,0.0,0.0,8.076147003634968e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,258493.998,2022,Standard,Architect
Architect,42,134316.2,11.0,Home Equity Loan,23.0,15,High_spent_Large_value_payments,1105.503418283468,1000311825341,27000000.0,2023-08-28,2024-07-30 00:00:00,Short Term,SHORT TERM,OD,Current Account with Overdraft,OD,OD,2023-05-24,22351690.75,0.0,0.0,4648309.25,0.0,0,0,RG1,Domestic Trade,Other individuals,Individual,Monthly,Condominium,43498160.326,2024,Standard,Architect
Architect,42,134316.2,11.0,Home Equity Loan,23.0,14,Low_spent_Large_value_payments,378.26514844136085,1000304435465,3201000.0,2019-11-01,2021-10-31 00:00:00,Long Term,SHORT TERM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,1570425.632,16173.132,0.0,0.0,155595.29,0,0,RG2,Consumer and staff loans,Retail manufactured or mined prds,DOMESTIC TRADE,Monthly,Condominium,8432396.394,2021,Standard,Architect
Architect,42,134316.2,11.0,Home Equity Loan,23.0,11,High_spent_Small_value_payments,974.4984671,1000314343224,4000000.0,2019-12-28 00:00:00,2020-12-28 00:00:00,Long Term,SHORT TERM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,3313389.028,160760.69,0.0,0.0,2174114.01,0,0,RG3,Consumer and staff loans,Manufacture of furniture products,DOMESTIC TRADE,Half Yearly,Condominium,723071488.05,2020,Standard,Architect
Architect,42,134316.2,11.0,Home Equity Loan,21.0,16,High_spent_Medium_value_payments,1009.8715946197617,1000397949218,52170.0,2021-04-23 00:00:00,2024-04-23 00:00:00,Medium Term,SHORT TERM,OD,Employee Salary Advance,OD,OD,2023-05-24,33015.0,145.004,0.0,19155.0,0.0,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,65210.526,2024,Standard,Architect
Media_Manager,39,38685.98,3.0,"Mortgage Loan, and Mortgage Loan",10.0,12,Low_spent_Small_value_payments,425.0533000432106,1000314822327,500000.0,2019-12-31 00:00:00,2022-12-31 00:00:00,Long Term,MEDIUM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,96746.564,0.0,0.0,0.0,51786.12,0,0,RG2,Consumer and staff loans,Wsale of agricultural raw-mats,DOMESTIC TRADE,Quarterly,Condominium,579149.232,2022,Good,Media_Manager
Media_Manager,39,38685.98,3.0,"Mortgage Loan, and Mortgage Loan",6.0,12,High_spent_Medium_value_payments,476.6012844546344,1000148771875,6223989.23,2015-12-28 00:00:00,2022-07-28 00:00:00,Long Term,MEDIUM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,385.456,13289.7,0.0,0.0,32249.29,0,0,RG3,Consumer and staff loans,Hotel,Hotel & tourism,Monthly,Condominium,41024067.514,2022,Good,Media_Manager
Media_Manager,39,38685.98,3.0,"Mortgage Loan, and Mortgage Loan",6.0,9,!@9#%8,124.99285693092169,1000436402167,3000000.0,2021-10-14 00:00:00,2022-10-26 00:00:00,Long Term,SHORT TERM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,1613853.212,32466.096,0.0,0.0,816718.8,0,0,RG2,Consumer and staff loans,Wsale of processed agrl pdts,DOMESTIC TRADE,Quarterly,Condominium,4931341.505999999,2022,Good,Media_Manager
Media_Manager,40,38685.98,3.0,"Mortgage Loan, and Mortgage Loan",7.0,12,Low_spent_Large_value_payments,348.0691309131305,1000060500127,180000.0,2013-08-23 00:00:00,2023-08-23 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.1BED,AA,2023-05-24,63650.18,17545.16,-55967.13,0.0,2612.82,0,0,RG3,Consumer and staff loans,Employed,Individual,Monthly,Condominium,264030.19,2023,Good,Media_Manager
Media_Manager,40,38685.98,3.0,"Mortgage Loan, and Mortgage Loan",11.0,12,Low_spent_Large_value_payments,463.7002317579831,1000254275248,646800.0,2018-08-03 00:00:00,2023-08-04 00:00:00,Long Term,MEDIUM,TL,Condominium Loan ,CONDO.COMM,AA,2023-05-24,4325985425.573999,672.5440000000001,0.0,0.0,6.608399397304642e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,298346.148,2023,Good,Media_Manager
Media_Manager,40,38685.98,3.0,"Mortgage Loan, and Mortgage Loan",6.0,12,High_spent_Small_value_payments,368.8193641305609,1000305615319,800000.0,2019-11-08 00:00:00,2020-11-08 00:00:00,Long Term,SHORT TERM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,190745.268,63572.448,0.0,0.0,434774.07,0,0,RG3,Consumer and staff loans,Wholesale,DOMESTIC TRADE,Half Yearly,Condominium,1500551.348,2020,Standard,Media_Manager
Media_Manager,40,38685.98,3.0,"Mortgage Loan, and Mortgage Loan",8.0,12,High_spent_Small_value_payments,414.9954895977079,1000047637779,89713.0,2012-03-06 00:00:00,2022-03-15 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.COMM,AA,2023-05-24,62271.65199999999,847.5200000000001,0.0,0.0,1216.85,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,135228.666,2022,Good,Media_Manager
Media_Manager,40,38685.98,3.0,"Mortgage Loan, and Mortgage Loan",6.0,12,!@9#%8,121.62480829007194,1000258727812,895000.0,2018-09-26 00:00:00,2020-09-26 00:00:00,Long Term,SHORT TERM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,438551.732,64658.018,0.0,0.0,126809.61,0,0,RG3,Consumer and staff loans,Other individuals,DOMESTIC TRADE,Quarterly,Condominium,1792293.844,2020,Good,Media_Manager
Doctor,22,69933.98,5.0,"Auto Loan, and Home Equity Loan",8.0,10,Low_spent_Small_value_payments,497.62638525074857,1000013998802,75294.0,2018-02-17 00:00:00,2020-02-17 00:00:00,Medium Term,SHORT TERM,OD,Employee Salary Advance,OD,OD,2023-05-24,75245.0,0.0,0.0,49.0,0.0,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,92112.32599999999,2020,Standard,Doctor
Doctor,22,69933.98,5.0,"Auto Loan, and Home Equity Loan",7.0,10,High_spent_Medium_value_payments,648.3814608354378,1000383051308,5500000.0,2021-03-04 00:00:00,2023-03-05 00:00:00,Long Term,SHORT TERM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,3262587.158,790854.4460000001,0.0,0.0,812986.22,0,0,RG3,Consumer and staff loans,Road Transport - Dry Cargo,DOMESTIC TRADE,Quarterly,Condominium,10899691.894,2023,Standard,Doctor
Doctor,23,69933.98,5.0,"Auto Loan, and Home Equity Loan",8.0,10,Low_spent_Large_value_payments,449.27686336118666,1000034956597,265305.0,2013-02-14 00:00:00,2023-02-14 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.COMM,AA,2023-05-24,135950.484,11835.374,0.0,0.0,3706.4,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,375540.5599999999,2023,Standard,Doctor
Doctor,23,69933.98_,2197.0,"Auto Loan, and Home Equity Loan",8.0,10,Low_spent_Large_value_payments,599.7979784035102,1000225553401,15000000.0,2017-11-07 00:00:00,2020-11-07 00:00:00,Long Term,MEDIUM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,8616198.401999999,911965.5120000001,0.0,0.0,1449518.41,0,0,RG1,Consumer and staff loans,Tannery,Manufacturing,Quarterly,Condominium,167654978.874,2020,Standard,Doctor
Architect,23,69933.98,5.0,"Auto Loan, and Home Equity Loan",11.0,8,High_spent_Small_value_payments,545.4176419355862,1000019038045,166770.0,2019-12-30 00:00:00,2022-12-30 00:00:00,Medium Term,SHORT TERM,OD,Employee Salary Advance,OD,OD,2023-05-24,148310.0,1324.618,0.0,18460.0,0.0,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,176503.512,2022,Standard,_______
Doctor,23,69933.98,5.0,"Auto Loan, and Home Equity Loan",13.0,10,High_spent_Medium_value_payments,573.7720932056375,1000332116871,57800.0,2020-06-02 00:00:00,2023-11-25 00:00:00,Medium Term,SHORT TERM,OD,Employee Salary Advance,OD,OD,2023-05-24,57762.59,6275.022,0.0,37.41,0.0,0,0,RG3,Consumer and staff loans,Staff of CBE,Individual,Monthly,Condominium,64255.08,2023,Standard,Doctor
Doctor,23,69933.98,5.0,"Auto Loan, and Home Equity Loan",4.0,13,High_spent_Medium_value_payments,521.6720525628106,1000363433538,3000000.0,2020-12-15 00:00:00,2021-12-15 00:00:00,Long Term,SHORT TERM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,1528226.542,138804.09,0.0,0.0,268748.19,0,0,RG2,Consumer and staff loans,Wholesale,DOMESTIC TRADE,Monthly,Condominium,1282723575.852,2021,Standard,Doctor
Doctor,23,69933.98,2701.0,"Auto Loan, and Home Equity Loan",3.0,10,High_spent_Medium_value_payments,632.1765355276134,1000383590039,800000.0,2021-03-05 00:00:00,2022-03-05 00:00:00,Long Term,SHORT TERM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,170511.78,62517.17999999999,0.0,0.0,217872.37,0,0,RG2,Consumer and staff loans,Wholesale of beverages,DOMESTIC TRADE,Quarterly,Condominium,1344600.856,2022,Standard,Doctor
Entrepreneur,26,21075.36,5.0,"Credit-Builder Loan, and Credit-Builder Loan",13.0,5,High_spent_Small_value_payments,311.68066480616613,1000437768874,86700.0,2021-10-23 00:00:00,2024-10-23 00:00:00,Medium Term,SHORT TERM,OD,Employee Salary Advance,OD,OD,2023-05-24,86343.0,0.0,0.0,357.0,0.0,0,0,RG3,Consumer and staff loans,Staff of CBE,Individual,Monthly,Condominium,111929.472,2024,Good,Entrepreneur
Entrepreneur,26,21075.36,5.0,"Credit-Builder Loan, and Credit-Builder Loan",13.0,5,High_spent_Medium_value_payments,370.5490884993741,1000011043015,40650.0,2019-11-01 00:00:00,2023-12-11 00:00:00,Medium Term,SHORT TERM,OD,Employee Salary Advance,OD,OD,2023-05-24,19195.49,96.362,0.0,21454.51,0.0,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,35563.46,2023,Standard,Entrepreneur
Entrepreneur,26,21075.36,5.0,"Credit-Builder Loan, and Credit-Builder Loan",13.0,2,High_spent_Large_value_payments,389.12362894826464,1000193997701,663063.3,2017-01-26 00:00:00,2022-01-25 00:00:00,Long Term,MEDIUM,TL,Condominium Loan ,CONDO.COMM,AA,2023-05-24,485156.182,2968.636,0.0,0.0,14079.39,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,9414825.96,2022,Good,Entrepreneur
Entrepreneur,26,21075.36,5.0,"Credit-Builder Loan, and Credit-Builder Loan",15.0,5,High_spent_Medium_value_payments,365.9076632650789,1000292345098,10000000.0,2019-08-07 00:00:00,2022-08-08 00:00:00,Long Term,MEDIUM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,3867411.58,323545.686,0.0,100000.0,987315.39,0,0,RG2,Consumer and staff loans,PP Bags Manufacturing,Manufacturing,Quarterly,Condominium,179083492.064,2022,Standard,Entrepreneur
Entrepreneur,3665,21075.36,5.0,"Credit-Builder Loan, and Credit-Builder Loan",11.0,5,Low_spent_Small_value_payments,344.8487969569343,1000089936172,112425.61,2014-08-28 00:00:00,2024-08-28 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.COMM,AA,2023-05-24,82308.044,466.326,0.0,0.0,1454.46,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,184721.144,2024,Standard,Entrepreneur
Entrepreneur,26,21075.36,5.0,"Credit-Builder Loan, and Credit-Builder Loan",13.0,5,Low_spent_Small_value_payments,210.98922719986282,1000273733667,1000000.0,2019-02-08 00:00:00,2022-02-08 00:00:00,Long Term,MEDIUM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,590577.598,121812.806,0.0,0.0,102164.42,0,0,RG3,Consumer and staff loans,Wholesale,DOMESTIC TRADE,Quarterly,Condominium,55310551.12,2022,Standard,Entrepreneur
Entrepreneur,7670_,21075.36,5.0,"Credit-Builder Loan, and Credit-Builder Loan",13.0,5,Low_spent_Small_value_payments,337.7639329714732,1000024505638,102549.89,2011-10-03 00:00:00,2022-11-19 12:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325999421.858,455.316,0.0,0.0,2.665204242303824e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,4804112.52,2022,Standard,Entrepreneur
Entrepreneur,26,21075.36,5.0,"Credit-Builder Loan, and Credit-Builder Loan",13.0,5,High_spent_Medium_value_payments,367.20301555567687,1000179900185,397962.5,2016-09-29 00:00:00,2021-09-29 00:00:00,Long Term,MEDIUM,TL,Condominium Loan ,CONDO.COMM,AA,2023-05-24,338317.07,40465.868,0.0,0.0,8354.57,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,728355.46,2021,Standard,Entrepreneur
Accountant,-500,60843.33,14.0,"Student Loan, Auto Loan, and Payday Loan",19.0,18,High_spent_Large_value_payments,539.1020420913203,1000310888358,48030.0,2019-12-11 00:00:00,2022-12-11 00:00:00,Medium Term,SHORT TERM,OD,Employee Salary Advance,OD,OD,2023-05-24,19995.0,195.21,0.0,28035.0,0.0,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,40356.196,2022,Standard,Accountant
Accountant,40,60843.33,14.0,"Student Loan, Auto Loan, and Payday Loan",22.0,21,High_spent_Medium_value_payments,390.7198002265312,1000247704168,300000.0,2018-05-29 00:00:00,2021-05-28 00:00:00,Long Term,MEDIUM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,4325985412.374,26606.414,0.0,0.0,1.476552571521785e+16,0,0,RG2,Consumer and staff loans,Rental Service,DOMESTIC TRADE,Monthly,Condominium,356103.046,2021,Standard,Accountant
Accountant,40,60843.33,14.0,"Student Loan, Auto Loan, and Payday Loan",22.0,18,Low_spent_Small_value_payments,387.40142751800033,1000306744341,4900000.0,2019-11-16 00:00:00,2020-11-16 00:00:00,Long Term,SHORT TERM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,2760546.208,176771.256,0.0,0.0,2662973.84,0,0,RG2,Consumer and staff loans,Export - Coffee,DOMESTIC TRADE,Half Yearly,Condominium,776794052.112,2020,Standard,Accountant
Accountant,40,60843.33,14.0,"Student Loan, Auto Loan, and Payday Loan",22.0,15,Low_spent_Small_value_payments,0.6882987789595063,1000028381208,96268.16,2011-10-05 00:00:00,2021-10-05 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.COMM,AA,2023-05-24,0.0,0.0,0.0,0.0,1555.21,0,0,RG3,Consumer and staff loans,SNNPRS Region,Individual,Monthly,Condominium,123537.028,2021,Standard,Accountant
Architect,40,60843.33,14.0,"Student Loan, Auto Loan, and Payday Loan",27.0,18,Low_spent_Small_value_payments,99.79467265,1000545961419,37584.0,2023-05-24 00:00:00,2024-05-23 00:00:00,Medium Term,SHORT TERM,OD,Employee Salary Advance,OD,OD,2023-05-24,37584.0,0.0,0.0,0.0,0.0,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46290.956,2024,Standard,_______
Accountant,40,60843.33,14.0,"Student Loan, Auto Loan, and Payday Loan",22.0,19,High_spent_Medium_value_payments,505.74128534021935,1000454047878,29700.0,2022-02-01 00:00:00,2023-02-01 00:00:00,Medium Term,SHORT TERM,OD,Employee Salary Advance,OD,OD,2023-05-24,29690.24,58.858,0.0,9.76,0.0,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,35442.52,2023,Standard,Accountant
Accountant,40,60843.33,14.0,"Student Loan, Auto Loan, and Payday Loan",22.0,18,High_spent_Medium_value_payments,456.4104329897897,1000457036845,50000000.0,2022-02-17 00:00:00,2023-02-17 00:00:00,Long Term,SHORT TERM,AL,Adv Against Pre-Shipment Export LC,REV.PRESHIP,AA,2023-05-24,22483759.478,3285943.372,0.0,0.0,27049534.25,0,0,RG3,Consumer and staff loans,Export of coffee,Export,Half Yearly,Condominium,1711292336.0,2023,Standard,Accountant
Accountant,40,60843.33,14.0,"Student Loan, Auto Loan, and Payday Loan",22.0,18,High_spent_Medium_value_payments,428.59983637847074,1000170124212,80013.31,2009-12-17 00:00:00,2024-12-16 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4572.93,13.792,0.0,0.0,3.845050947915112e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,100016.64,2024,Standard,Accountant
Musician,35,15091.03,26.0,"Mortgage Loan, Payday Loan, Payday Loan, Mortgage Loan, Home Equity Loan, Personal Loan, Not Specified, Credit-Builder Loan, and Student Loan",37.0,18,Low_spent_Small_value_payments,281.1737898803788,1000443754958,20000000.0,2021-11-24 00:00:00,2022-11-24 00:00:00,Long Term,SHORT TERM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,9881143.391999999,2073864.312,0.0,0.0,11019095.31,0,0,RG4,Consumer and staff loans,Retail agriculture products,DOMESTIC TRADE,Half Yearly,Condominium,1384800000.0,2022,Poor,Musician
